V9001;descricao.produto;cnae;pas;tru.cod;tru.desc;discrepancias;produto.intermediacao;produto.intermediacao.internacional;produto.intermediacao.49002;produto.intermediacao.50001;produto.intermediacao.51001;produto.intermediacao.55001;produto.intermediacao.56001;produto.intermediacao.90801;POF2009
2400607;CHEESE BACON;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400608;CHEESE TUDO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400609;BAURU;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400610;AMERICANO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400611;MISTO QUENTE OU FRIO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400612;SANDUICHE DE QUEIJO PRATO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400613;SANDUICHE DE QUEIJO MINAS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400614;SANDUICHE DE PRESUNTO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400615;SANDUICHE DE QUEIJO PRATO COM PRESUNTO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400616;SANDUICHE DE MORTADELA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400617;SANDUICHE DE SALAME;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400618;SANDUICHE NATURAL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400619;TORRADA COM QUEIJO, PRESUNTO, OVO, ETC.;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400701;SALGADOS OU TIRA-GOSTO (PASTEL, COXINHA, ESPETINHO, BATATA FRITA, ETC.);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400702;PASTEL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400703;COXINHA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400704;EMPADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400705;ESFIRRA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400706;QUIBE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400707;CROQUETE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400708;RISOLE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400709;ENROLADINHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400710;BOLINHO SALGADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400711;CHURRASQUINHO (ESPETINHO);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400712;ESPETINHO DE CARNE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400713;ESPETINHO DE FRANGO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400714;ESPETINHO DE QUEIJO COALHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400715;SALSICHAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400716;PIZZA EM FATIA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400717;PAO DE QUEIJO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400718;ESPIGA DE MILHO ASSADA OU COZIDA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400719;MILHO ASSADO OU COZIDO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400720;TORTA SALGADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400721;CREPE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400722;TAPIOCA SALGADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400723;ACARAJE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400724;ABARA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400725;OVO COZIDO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400726;PIPOCA SALGADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400727;BARRA DE CEREAL SALGADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400728;CASQUINHA DE SIRI;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400729;CARANGUEJO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400730;TABUA DE FRIOS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400731;PORCAO DE QUEIJO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400732;PORCAO DE SALAME;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400733;PORCAO DE SALAMINHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400734;PORCAO DE CARNE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400735;PORCAO DE FRANGO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400736;PORCAO DE PEIXE FRITO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400737;PORCAO DE BATATA FRITA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400738;PORCAO DE AMENDOIN SALGADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400739;PORCAO DE CASTANHA DE CAJU;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400740;CUZCUZ SALGADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400741;QUEIIJO POLENGUINHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400742;ROSCA SALGADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400743;PIZZA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400801;BISCOITO SALGADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400802;BOLACHA SALGADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400803;TORRADA SALGADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400901;BISCOITO DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400902;BOLACHA DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2400903;TORRADA DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401001;BALA OU CHICLETE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401002;BALA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401003;CHICLETE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401004;PIRULITO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401101;CHOCOLATE EM BARRA, TABLETE OU BOMBOM;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401102;CHOCOLATE EM BARRA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401103;CHOCOLATE EM TABLETE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401104;BOMBOM;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401105;OVO DE PASCOA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401201;SORVETE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401202;PICOLE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401203;DINDIM (SACOLE);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401204;SACOLE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401205;GELADINHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401301;SORVETE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401401;FRUTA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401402;BANANA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401403;LARANJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401404;MACA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401405;MANGA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401406;PERA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401501;IOGURTE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401601;DOCE OU BOLO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401602;DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401603;BOLO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401604;TORTA DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401605;COCADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401606;PUDIM;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401607;CHURRO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401608;RAPADURA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401609;SONHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401610;BROA DE MILHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401611;BROA DE FUBA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401612;PAMONHA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401613;CURAU DE MILHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401614;TAPIOCA DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401615;ARROZ DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401616;PIPOCA DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401617;BOLINHO DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401618;ALGODAO DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401619;CANJICA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401620;MUNGUNZA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401621;CUZCUZ DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401622;AMENDOIM DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401623;BARRA DE CEREAL DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401624;BANANA FRITA COM MEL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401625;CACAROLA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401626;MINGAU;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401627;GELATINA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401628;DOCE DE FRUTA EM CALDA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401629;DOCE DE FRUTA EM PASTA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401630;DOCE DE FRUTA CRISTALIZADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401631;BRIGADEIRO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401632;MARIA MOLE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401633;MANJAR;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401634;PAO DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401635;ROSCA DOCE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401636;LEITE CONDENSADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401701;CAFEZINHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401702;CAFE EXPRESSO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401703;CAPUCCINO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401801;CAFE COM LEITE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401901;SUCO DE FRUTA OU VEGETAL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401902;SUCO DE FRUTA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401903;SUCO DE VEGETAL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401904;SUCO DE LARANJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401905;SUCO DE ABACAXI;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401906;SUCO DE MARACUJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401907;SUCO DE MANGA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401908;SUCO DE MORANGO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401909;SUCO DE ACEROLA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401910;SUCO DE CUPUACU;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401911;SUCO DE GOIABA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401912;SUCO DE MAMAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401913;SUCO DE MELAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401914;SUCO DE PESSEGO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401915;SUCO DE BETERRABA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401916;SUCO DE LARANJA E CENOURA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401917;SUCO DE LARANJA, CENOURA E BETERRABA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401918;CAJUINA (SUCO);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2401919;CALDO DE CANA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402001;VITAMINA DE FRUTA OU VEGETAL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402002;VITAMINA DE BANANA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402003;VITAMINA DE BANANA COM AVEIA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402004;VITAMINA DE MAMAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402005;VITAMINA DE ABACATE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402006;VITAMINA DE MORANGO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402007;VITAMINA MISTA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402101;REFRIGERANTE DE COLA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402102;COCA-COLA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402103;PEPSI-COLA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402201;REFRIGERANTE DE COLA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402202;COCA COLA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402203;PEPSI-COLA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402301;REFRIGERANTE DE GUARANA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402302;GUARANA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402303;TUBAINA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402401;REFRIGERANTE DE GUARANA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402402;GUARANA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402403;TUBAINA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402501;REFRIGERANTE DE LARANJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402502;FANTA LARANJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402601;VINHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402701;CHOPP;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402702;CHOPE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402703;CHOPP CLARO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402704;CHOPP ESCURO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402801;CERVEJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402802;CERVEJA CLARA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402803;CERVEJA PRETA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402804;CERVEJA SEM ALCOOL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402901;CACHACA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2402902;PINGA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403001;AGUA MINERAL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403002;AGUA MINERAL COM GAS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403003;AGUA MINERAL SEM GAS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403004;AGUA GASEIFICADA COM SABOR;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403005;H2O LIMAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403101;AGUA DE COCO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403102;COCO VERDE (AGUA DE COCO);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403201;BEBIDA ENERGETICA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403202;RED BULL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403301;BEBIDA ISOTONICA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403302;GATORADE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403401;LEITE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403501;CAIPIRINHA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403601;WHISKY;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403701;VODKA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403801;CONHAQUE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2403901;SALADA DE FRUTAS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404001;AGUA TONICA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404101;ACAI (EMULSAO);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404102;ACAI COM GRANOLA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404103;ACAI;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404201;CHA PREPARADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404202;CHA MATE PREPARADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404203;CHA PRETO PREPARADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404301;REFRESCO DE FRUTA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404302;REFRESCO DE MARACUJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404303;REFRESCO DE CAJU;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404304;REFRESCO DE GROSELHA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404305;REFRESCO DE LARANJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404401;LEITE ACHOCOLATADO INDUSTRIALIZADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404402;TODDYNHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404403;LEITE ACHOCOLATADO TODDYNHO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404404;ACHOCOLATADO INDUSTRIALIZADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404501;CHOCOLATE PREPARADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404601;REFRIGERANTE DE UVA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404701;REFRIGERANTE DE LIMAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404702;SODA LIMONADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404801;REFRIGERANTE DE TANGERINA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404901;ALMOCO OU JANTAR (QUENTINHA);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404902;ALMOCO OU JANTAR (MARMITA);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404903;MARMITEX;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404904;MARMITA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2404905;QUENTINHA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405001;ALMOCO OU JANTAR (BANDEJAO);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405101;RODIZIO DE CARNES;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405102;RODIZIO DE MASSAS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405103;RODIZIO DE FRUTOS DO MAR;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405104;RODIZIO DE PIZZAS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405105;RODIZIO DE CARNES E MASSAS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405106;RODIZIO DE SUSHIS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405107;RODIZIO DE SOPAS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405201;LEITE DE SOJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405301;YAKULT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405401;COALHADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405501;MILK SHAKE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405601;CALDO DE QUALQUER TIPO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405602;CALDO DE CARNE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405603;CALDO DE FEIJAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405604;CALDO DE MOCOTO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405605;CALDO VERDE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405606;CARURU;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405607;TACACA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405608;VATAPA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405701;SOPA DE QUALQUER TIPO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405801;LANCHE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405802;CAFE DA MANHA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405803;SALGADO E SUCO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405804;SALGADO E REFRIGERANTE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405805;SALGADO E CERVEJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405806;SALGADO E REFRESCO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405807;SALGADO E VITAMINA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405808;SANDUICHE E SUCO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405809;SANDUICHE E REFRIGERANTE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405810;SANDUICHE E REFRESCO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405811;SANDUICHE, SALGADO E REFRIGERANTE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405812;SANDUICHE, BATATA FRITA E REFRIGERANTE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405813;PORCAO E CERVEJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405814;BATATA FRITA E REFRIGERANTE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405815;ACARAJE E REFRIGERANTE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405816;BISCOITO E SUCO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405817;BOLO E REFRIGERANTE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405818;CAFE E PAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405819;CAFE E BOLO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405820;CAFE E BISCOITO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405821;CAFE E SALGADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405822;CAFE TIPO COLONIAL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405901;REFRIGERANTE DE COLA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405902;COCA COLA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2405903;PEPSI COLA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406001;REFRIGERANTE DE GUARANA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
